Id,Category
2498, 4
2499, 5
2500, 2
2501, 8
2502, 5
2503, 5
2504, 5
2505, 9
2506, 3
2507, 5
2508, 0
2509, 8
2510, 10
2511, 2
2512, 3
2513, 0
2514, 9
2515, 4
2516, 2
2517, 5
2518, 6
2519, 2
2520, 8
2521, 5
2522, 8
2523, 9
2524, 9
2525, 8
2526, 9
2527, 5
2528, 4
2529, 8
2530, 9
2531, 9
2532, 5
2533, 5
2534, 10
2535, 4
2536, 3
2537, 8
2538, 9
2539, 5
2540, 3
2541, 9
2542, 9
2543, 2
2544, 3
2545, 9
2546, 4
2547, 2
2548, 9
2549, 10
2550, 10
2551, 5
2552, 8
2553, 5
2554, 0
2555, 2
2556, 2
2557, 2
2558, 8
2559, 4
2560, 5
2561, 2
2562, 0
2563, 8
2564, 9
2565, 8
2566, 1
2567, 5
2568, 2
2569, 5
2570, 9
2571, 10
2572, 2
2573, 5
2574, 9
2575, 9
2576, 5
2577, 9
2578, 10
2579, 2
2580, 8
2581, 3
2582, 9
2583, 9
2584, 6
2585, 0
2586, 9
2587, 0
2588, 0
2589, 4
2590, 5
2591, 0
2592, 2
2593, 5
2594, 1
2595, 10
2596, 8
2597, 9
2598, 3
2599, 3
2600, 10
2601, 7
2602, 2
2603, 5
2604, 3
2605, 9
2606, 8
2607, 6
2608, 5
2609, 10
2610, 0
2611, 4
2612, 3
2613, 5
2614, 5
2615, 5
2616, 2
2617, 6
2618, 2
2619, 10
2620, 10
2621, 9
2622, 2
2623, 5
2624, 2
2625, 9
2626, 9
2627, 9
2628, 3
2629, 2
2630, 9
2631, 2
2632, 8
2633, 0
2634, 6
2635, 7
2636, 9
2637, 7
2638, 5
2639, 4
2640, 2
2641, 5
2642, 8
2643, 1
2644, 10
2645, 6
2646, 8
2647, 2
2648, 9
2649, 3
2650, 4
2651, 5
2652, 3
2653, 1
2654, 2
2655, 10
2656, 0
2657, 8
2658, 5
2659, 9
2660, 9
2661, 7
2662, 6
2663, 3
2664, 4
2665, 2
2666, 2
2667, 10
2668, 9
2669, 0
2670, 9
2671, 5
2672, 6
2673, 2
2674, 6
2675, 5
2676, 9
2677, 7
2678, 4
2679, 0
2680, 4
2681, 3
2682, 10
2683, 8
2684, 9
2685, 0
2686, 6
2687, 2
2688, 5
2689, 5
2690, 9
2691, 5
2692, 1
2693, 0
2694, 3
2695, 9
2696, 2
2697, 2
2698, 4
2699, 10
2700, 6
2701, 2
2702, 5
2703, 3
2704, 10
2705, 9
2706, 3
2707, 9
2708, 3
2709, 5
2710, 9
2711, 4
2712, 3
2713, 4
2714, 10
2715, 9
2716, 2
2717, 0
2718, 0
2719, 2
2720, 9
2721, 10
2722, 8
2723, 7
2724, 2
2725, 9
2726, 6
2727, 2
2728, 5
2729, 8
2730, 0
2731, 0
2732, 0
2733, 1
2734, 9
2735, 9
2736, 2
2737, 10
2738, 9
2739, 2
2740, 3
2741, 5
2742, 9
2743, 5
2744, 6
2745, 1
2746, 8
2747, 2
2748, 10
2749, 2
2750, 8
2751, 0
2752, 5
2753, 0
2754, 5
2755, 0
2756, 5
2757, 5
2758, 9
2759, 10
2760, 7
2761, 4
2762, 4
2763, 3
2764, 2
2765, 2
2766, 6
2767, 4
2768, 10
2769, 2
2770, 6
2771, 7
2772, 2
2773, 8
2774, 3
2775, 4
2776, 5
2777, 4
2778, 1
2779, 8
2780, 5
2781, 0
2782, 9
2783, 5
2784, 8
2785, 2
2786, 1
2787, 9
2788, 7
2789, 5
2790, 5
2791, 6
2792, 9
2793, 8
2794, 2
2795, 8
2796, 4
2797, 2
2798, 2
2799, 9
2800, 6
2801, 0
2802, 2
2803, 0
2804, 0
2805, 10
2806, 10
2807, 8
2808, 5
2809, 9
2810, 9
2811, 2
2812, 8
2813, 8
2814, 2
2815, 10
2816, 9
2817, 2
2818, 0
2819, 2
2820, 5
2821, 5
2822, 9
2823, 5
2824, 9
2825, 5
2826, 2
2827, 4
2828, 1
2829, 5
2830, 5
2831, 9
2832, 0
2833, 0
2834, 5
2835, 2
2836, 2
2837, 4
2838, 5
2839, 5
2840, 4
2841, 6
2842, 2
2843, 3
2844, 2
2845, 8
2846, 3
2847, 9
2848, 5
2849, 10
2850, 3
2851, 0
2852, 0
2853, 2
2854, 6
2855, 2
2856, 10
2857, 10
2858, 8
2859, 4
2860, 2
2861, 9
2862, 0
2863, 0
2864, 9
2865, 5
2866, 10
2867, 9
2868, 6
2869, 5
2870, 4
2871, 8
2872, 3
2873, 2
2874, 2
2875, 3
2876, 8
2877, 9
2878, 0
2879, 2
2880, 2
2881, 3
2882, 6
2883, 8
2884, 4
2885, 9
2886, 3
2887, 2
2888, 10
2889, 10
2890, 9
2891, 8
2892, 3
2893, 3
2894, 2
2895, 2
2896, 9
2897, 8
2898, 9
2899, 2
2900, 9
2901, 10
2902, 8
2903, 3
2904, 6
2905, 9
2906, 4
2907, 2
2908, 2
2909, 0
2910, 9
2911, 5
2912, 4
2913, 5
2914, 9
2915, 8
2916, 2
2917, 3
2918, 8
2919, 5
2920, 5
2921, 3
2922, 5
2923, 1
2924, 3
2925, 8
2926, 1
2927, 0
2928, 4
2929, 9
2930, 7
2931, 0
2932, 10
2933, 9
2934, 9
2935, 8
2936, 7
2937, 2
2938, 5
2939, 8
2940, 1
2941, 0
2942, 5
2943, 2
2944, 5
2945, 3
2946, 9
2947, 4
2948, 0
2949, 10
2950, 3
2951, 2
2952, 0
2953, 3
2954, 2
2955, 3
2956, 8
2957, 2
2958, 3
2959, 8
2960, 4
2961, 4
2962, 9
2963, 9
2964, 0
2965, 3
2966, 7
2967, 4
2968, 2
2969, 2
2970, 10
2971, 8
2972, 9
2973, 4
2974, 5
2975, 5
2976, 5
2977, 4
2978, 10
2979, 4
2980, 8
2981, 4
2982, 2
2983, 2
2984, 7
2985, 1
2986, 3
2987, 8
2988, 7
2989, 9
2990, 10
2991, 5
2992, 5
2993, 7
2994, 9
2995, 9
2996, 5
2997, 2
2998, 5
2999, 8
3000, 2
3001, 9
3002, 1
3003, 5
3004, 5
3005, 4
3006, 10
3007, 2
3008, 0
3009, 10
3010, 2
3011, 9
3012, 6
3013, 9
3014, 3
3015, 1
3016, 0
3017, 5
3018, 5
3019, 5
3020, 6
3021, 0
3022, 5
3023, 4
3024, 4
3025, 4
3026, 6
3027, 2
3028, 10
3029, 3
3030, 0
3031, 6
3032, 9
3033, 5
3034, 2
3035, 10
3036, 2
3037, 3
3038, 10
3039, 4
3040, 3
3041, 9
3042, 10
3043, 2
3044, 1
3045, 2
3046, 4
3047, 1
3048, 5
3049, 5
3050, 2
3051, 7
3052, 8
3053, 10
3054, 6
3055, 9
3056, 2
3057, 9
3058, 4
3059, 10
3060, 2
3061, 0
3062, 7
3063, 9
3064, 0
3065, 9
3066, 6
3067, 2
3068, 10
3069, 5
3070, 3
3071, 5
3072, 3
3073, 5
3074, 2
3075, 3
3076, 8
3077, 3
3078, 0
3079, 5
3080, 2
3081, 10
3082, 9
3083, 1
3084, 2
3085, 3
3086, 5
3087, 2
3088, 6
3089, 3
3090, 9
3091, 5
3092, 9
3093, 9
3094, 3
3095, 4
3096, 9
3097, 5
3098, 3
3099, 4
3100, 2
3101, 9
3102, 2
3103, 8
3104, 8
3105, 3
3106, 0
3107, 9
3108, 6
3109, 5
3110, 9
3111, 9
3112, 5
3113, 5
3114, 9
3115, 9
3116, 1
3117, 8
3118, 6
3119, 6
3120, 5
3121, 9
3122, 5
3123, 4
3124, 8
3125, 3
3126, 8
3127, 5
3128, 7
3129, 5
3130, 7
3131, 5
3132, 4
3133, 3
3134, 5
3135, 4
3136, 4
3137, 9
3138, 2
3139, 5
3140, 5
3141, 6
3142, 9
3143, 9
3144, 10
3145, 8
3146, 1
3147, 10
3148, 6
3149, 4
3150, 5
3151, 5
3152, 5
3153, 0
3154, 9
3155, 9
3156, 0
3157, 9
3158, 4
3159, 9
3160, 6
3161, 1
3162, 3
3163, 10
3164, 9
3165, 4
3166, 9
3167, 9
3168, 2
3169, 0
3170, 2
3171, 9
3172, 0
3173, 7
3174, 3
3175, 7
3176, 10
3177, 4
3178, 6
3179, 0
3180, 6
3181, 6
3182, 9
3183, 8
3184, 1
3185, 8
3186, 9
3187, 8
3188, 5
3189, 6
3190, 3
3191, 3
3192, 5
3193, 4
3194, 5
3195, 4
3196, 10
3197, 8
3198, 2
3199, 3
3200, 10
3201, 3
3202, 10
3203, 9
3204, 6
3205, 10
3206, 10
3207, 6
3208, 0
3209, 5
3210, 4
3211, 5
3212, 9
3213, 2
3214, 6
3215, 9
3216, 9
3217, 2
3218, 8
3219, 9
3220, 9
3221, 9
3222, 0
3223, 2
3224, 3
3225, 0
3226, 9
3227, 9
3228, 4
3229, 2
3230, 0
3231, 2
3232, 8
3233, 5
3234, 7
3235, 5
3236, 0
3237, 6
3238, 3
3239, 5
3240, 9
3241, 10
3242, 6
3243, 8
3244, 3
3245, 6
3246, 10
3247, 3
3248, 9
3249, 0
3250, 10
3251, 5
3252, 2
3253, 6
3254, 8
3255, 9
3256, 0
3257, 8
3258, 5
3259, 5
3260, 9
3261, 5
3262, 3
3263, 3
3264, 6
3265, 5
3266, 9
3267, 8
3268, 4
3269, 6
3270, 5
3271, 4
3272, 9
3273, 10
3274, 4
3275, 8
3276, 5
3277, 5
3278, 3
3279, 9
3280, 6
3281, 10
3282, 9
3283, 2
3284, 9
3285, 1
3286, 7
3287, 3
3288, 4
3289, 2
3290, 7
3291, 9
3292, 10
3293, 2
3294, 10
3295, 6
3296, 8
3297, 10
3298, 9
3299, 7
3300, 5
3301, 9
3302, 2
3303, 0
3304, 10
3305, 2
3306, 3
3307, 2
3308, 2
3309, 2
3310, 1
3311, 9
3312, 9
3313, 1
3314, 8
3315, 2
3316, 4
3317, 9
3318, 3
3319, 3
3320, 1
3321, 4
3322, 8
3323, 5
3324, 2
3325, 2
3326, 5
3327, 5
3328, 10
3329, 4
3330, 10
3331, 9
3332, 8
3333, 8
3334, 4
3335, 5
3336, 9
3337, 10
3338, 8
3339, 5
3340, 0
3341, 4
3342, 2
3343, 10
3344, 5
3345, 0
3346, 9
